revenu universel pour tous 		 revenu universel pour tous 		 Score: 1.0000
Préférennce 		 beneficiaires 		 Score: 0.6561
Un revenu pour tous 		 Intégrer Allocation de solidarité spécifique (ASS) dans le revenu universel d'activité ? 		 Score: 0.6561
Comme pour le chomage 		 A TOUS LES PAUVRES 		 Score: 0.6561
POUR UN REVENU DE BASE VRAIMENT UNIVERSEL 		 un revenu universel et franco-français 		 Score: 0.6561
A toustes 		 A tout majeur et mineur émancipé 		 Score: 0.6561
Universel ? Donc pour tous 		 Pour tous 		 Score: 0.6561
Universel ? Donc pour tous 		 Pour tous 		 Score: 0.6561
Universel ? Donc pour tous 		 Pour tous 		 Score: 0.6561
Universel ? Donc pour tous 		 Pour tous 		 Score: 0.6561
Universel ? Donc pour tous 		 Pour tous 		 Score: 0.6561
Comme pour le chomage 		 Attention à l'amalgame 		 Score: 0.6561
Un revenu universel pour chacun(e) 		 A tous les bénéficiaires potentiels sans exception 		 Score: 0.6561
vrai statut de l'aidant, hors allocations 		 L'AAH sans prendre en compte le revenu du conjoint 		 Score: 0.6560
NON à la question concernant Les personnes handicapées en situation de pauvreté 		 Exclure du RUA toutes les personnes handicapées bénéficiaires de l'AAH qui par définition ont une Restriction Substantielle et Durable à lEmploi (RSDAE) 		 Score: 0.6560
A tous les citoyens, sous condition de ressources uniquement 		 Un revenu Universel pour tous 		 Score: 0.6560
Tous les pauvres sauf les personnes handicapées 		 Éradiquer la pauvreté dans une société solidaire 		 Score: 0.6560
À tout le monde, vivant sur le territoire Français et remplissant une feuille d'impôt et n'atteignant pas un certain plafond ! 		 un revenu universel et franco-français 		 Score: 0.6559
A tout le monde 		 A tous sans exception 		 Score: 0.6559
A tout le monde 		 A tous sans exception 		 Score: 0.6559
A tous sans exception 		 A tout le monde 		 Score: 0.6559
Toutes les personnes en âge de travailler et sans emploi 		 Jeunes, handicapes, familles pauvres avec enfants 		 Score: 0.6559
ceux 		 qui est concerné ? 		 Score: 0.6559
ceux 		 tout majeur en dessous de ce RUA 		 Score: 0.6559
NON à la question concernant Les personnes handicapées en situation de pauvreté 		 Le RUA ne peut sadresser aux allocataires de lAAH et de toutes les aides aux  personnes en situation de handicap 		 Score: 0.6558
RUA à 100% du SMIC pour les personnes handicapées ne pouvant pas ou plus exercer une activité professionnelle 		 Exclure l'Allocation pour Adulte Handicapé(e) du Revenu Universel d'Activité. 		 Score: 0.6558
ressources 		 Revenu adapté 		 Score: 0.6558
garder l'AAH (Allocation Adultes Handicapées a part 		 Personne handicapée 		 Score: 0.6557
2 catégories de RU : les non employables et les employables 		 Ancien bénéficiaires de la prime à l 'emploi 		 Score: 0.6557
a qui le revenu universel doit s adresser 		 La ressource nette par ménage : un pilotage des aides par les écarts 		 Score: 0.6557
AAH dans RUA 		 l'AAH ne doit pas devenir RUA 		 Score: 0.6557
A toustes 		 aah 		 Score: 0.6557
A cumuler avec allocations familiales 		 La ressource nette par ménage : un pilotage des aides par les écarts 		 Score: 0.6556
Chaque personne en situation de fragilité sociale et économique, dès 18 ans 		 Jeunes, étudiants, handicapés, personnes agées 		 Score: 0.6556
garanti de la naion 		 Les aidants 		 Score: 0.6556
Objectif 0 jeune sans ressource et sans accompagnement 		 Un RUA dès 18 ans 		 Score: 0.6555
A tous, dès que la personne n'atteint pas un revenu suffisant pour vivre dignement 		 A tous ceux qui  perçoivent un salaire , une allocation  ou une retraite inférieure au smic . 		 Score: 0.6555
universalité du RU en financant celui-ci par les dividendes 		 Intégrer Allocation de solidarité spécifique (ASS) dans le revenu universel d'activité ? 		 Score: 0.6553
qui est concerné ? 		 RU pour qui 		 Score: 0.6553
a qui le revenu universel d'activité devra t il s'adresser ? 		 Pour tous les publics, sous conditions de revenus 		 Score: 0.6553
Certainement pas aux personnes handicapées 		 Exclure l'Allocation pour Adulte Handicapé(e) du Revenu Universel d'Activité. 		 Score: 0.6553
Aah 		 Pas aux porteurs daah 		 Score: 0.6553
Pas aux porteurs daah 		 Aah 		 Score: 0.6553
A tous 		 Pour toute personne qui travaillent 		 Score: 0.6553
Pour toute personne qui travaillent 		 A tous 		 Score: 0.6553
Pour toute personne qui travaillent 		 A tous 		 Score: 0.6553
Qui peut prétendre au Revenu Universel d'Activité 		 Universel . 		 Score: 0.6553
Un revenu non universel et non lié à l'activité. 		 Pourquoi fusionne le revenu universel et L'Aah 		 Score: 0.6552
RUA Personnes agées 		 Qui peut prétendre au Revenu Universel d'Activité 		 Score: 0.6552
AUX PERSONNES EN RECHERCHE D' EMPLOI ( sans chômage et sans AUCUN  REVENUS  ) entre 55 et 65 ans 		 emploi ou RUA 		 Score: 0.6552
a qui le revenu universel d'activité devra t il s'adresser ? 		 le revenu universel comme son nom l'indique doit s'appliquer à toutes et tous . 		 Score: 0.6552
A toustes 		 Prime activité 		 Score: 0.6552
A tous, dès que la personne n'atteint pas un revenu suffisant pour vivre dignement 		 Un revenu de base ne peut être qu'universel, c'est à dire versé à tous les membres de la communauté sans condition. 		 Score: 0.6552
Certainement pas aux personnes handicapées 		 il faut distinguer les personnes contraintes par la maladie ou le Handicap  des autres situations 		 Score: 0.6551
Aux parents en congé parental 		 étudiants et inactifs élevant leurs enfants 		 Score: 0.6551
Revenu universel pour tous 		 le revenu universel comme son nom l'indique doit s'appliquer à toutes et tous . 		 Score: 0.6550
Revenu universel pour tous 		 le revenu universel comme son nom l'indique doit s'appliquer à toutes et tous . 		 Score: 0.6550
le revenu universel comme son nom l'indique doit s'appliquer à toutes et tous . 		 Revenu universel pour tous 		 Score: 0.6550
LA THEORIE DU REVENU UNIVERSEL 		 "Rendre universel ""le revenu universel (d'activité)""" 		 Score: 0.6550
A tous, sous condition de revenus 		 A tout adulte en dessous du seuil de pauvreté. 		 Score: 0.6550
UNIVERSEL 		 REVENU UNIVERSEL DE BASE 		 Score: 0.6550
REVENU UNIVERSEL DE BASE 		 UNIVERSEL 		 Score: 0.6550
le revenu universel comme son nom l'indique doit s'appliquer à toutes et tous . 		 Pour tous les publics, sous conditions de revenus 		 Score: 0.6550
contrepartie du RUA 		 Les aidants 		 Score: 0.6550
RUA au Prorata avec plafond de revenus 		 Un revenu qui s'adapte aux allocataires 		 Score: 0.6549
Ne pas inclure les personnes bénéficiant de l'AAH ayant un trouble psychique 		 Inclure les APL dans le RUA n'est pas possible car quid des personnes handicapées à l'AAH qui doivent rester hors du cadre du RUA ?! 		 Score: 0.6549
Universel : Qui s'étend, s'applique à la totalité des objets (personnes ou choses) qui existent. 		 Universel ou PAS ? 		 Score: 0.6549
A toustes 		 pas AAH 		 Score: 0.6549
A tous les CITOYENS 		 A tous sans exception 		 Score: 0.6548
UNIVERSEL c'est pour tous 		 Revenu Universel = Toute personne de plus de 18 ans 		 Score: 0.6548
Jeunes, étudiants, handicapés, personnes agées 		 Objectif 0 jeune sans ressource et sans accompagnement 		 Score: 0.6547
trop de personnes fragilisées 		 Ne pas laisser de côté les publics fragiles 		 Score: 0.6547
contrepartie du RUA 		 NON À L INCLUSION DE L'AAH DANS LE FUTUR RUA 		 Score: 0.6547
Revenu universel à donner à tous sans conditions...revenu universel de citoyenneté 		 Arrêt des aides, oui à un revenu universel à tous les français. 		 Score: 0.6547
A qui doit s'adresser le RUA: universel donc... 		 Tout le monde : c'est un revenu UNIVERSEL 		 Score: 0.6545
Universel ou PAS ? 		 POUR UN REVENU DE BASE VRAIMENT UNIVERSEL 		 Score: 0.6545
Revenu  décent pour personnes âgées 		 Reconnaitre les aidants pour mieux respecter nos anciens 		 Score: 0.6544
NON à la question concernant Les personnes handicapées en situation de pauvreté 		 le seuil de pauvreté 		 Score: 0.6544
Étudiant et jeunes après leurs études 		 Monoparental et étudiants 		 Score: 0.6544
condition pour toucher le RUA 		 RUA PROPORTIONNEL 		 Score: 0.6543
La ressource nette par ménage : un pilotage des aides par les écarts 		 a verser selon un plafond de ressources 		 Score: 0.6543
Un revenu pour tous 		 universalité du RU en financant celui-ci par les dividendes 		 Score: 0.6543
A tous les citoyens comme est censé l'être un réel revenu universel 		 Revenu universel en remplacement de tous les aides nationales 		 Score: 0.6543
droits et devoirs 		 Procédure judiciaire 		 Score: 0.6542
RUA POUR TOUS 		 A tous ou à personne 		 Score: 0.6542
RUA POUR TOUS 		 A tous ou à personne 		 Score: 0.6542
L'AAH n'est pas un revenu d'activité basta. 		 L'AAH sans prendre en compte le revenu du conjoint 		 Score: 0.6541
Intégrer Allocation de solidarité spécifique (ASS) dans le revenu universel d'activité ? 		 TOUT LE MONDE si c'est un revenu universel 		 Score: 0.6541
A tous (sinon il n'est pas universel) 		 POUR UN REVENU DE BASE VRAIMENT UNIVERSEL 		 Score: 0.6541
question 		 contre 		 Score: 0.6540
UNIVERSEL c'est pour tous 		 Tous les citoyens 		 Score: 0.6540
Ne pas faire de Rua pour les handicapés psychiques 		 Inclure les APL dans le RUA n'est pas possible car quid des personnes handicapées à l'AAH qui doivent rester hors du cadre du RUA ?! 		 Score: 0.6540
Ayant droits 		 Égalité des droits lors de Garde Alternée des enfants 		 Score: 0.6539
garanti de la naion 		 Ayant droits 		 Score: 0.6539
A tous, dès que la personne n'atteint pas un revenu suffisant pour vivre dignement 		 Les travailleurs pauvres 		 Score: 0.6539
emploi ou RUA 		 Aux travailleurs et à ceux qui sont dans l'incapacité de travailler 		 Score: 0.6539
IL FAUT GARDER LE SYSTEME EXISTENT AFIN DE CIBLER FINANCIEREMENT LES DIFFERENTS PROBLEMES DES PERSONNES ? NON PAS GLOBALISER LES AIDES 		 REVENU UNIVERSEL GLOBALISANT TOUTES LES AIDES 		 Score: 0.6539
NON à la question concernant Les personnes handicapées en situation de pauvreté 		 Inclure les APL dans le RUA n'est pas possible car quid des personnes handicapées à l'AAH qui doivent rester hors du cadre du RUA ?! 		 Score: 0.6539
Revenu universel pour TOUS 		 Universel . 		 Score: 0.6539
Tous les pauvres sauf les personnes handicapées 		 A toute personne majeure sans revenu et sans patrimoine, sans condition d'âge. 		 Score: 0.6539
garder l'AAH (Allocation Adultes Handicapées a part 		 A tout le monde sauf au personne handicapées 		 Score: 0.6538
1 parent ayant un enfant handicapé à charge 		 Prime d'activité pour l'ensembles des personnes en invalidité (sous conditions de ressources) 		 Score: 0.6538
A tous, dès que la personne n'atteint pas un revenu suffisant pour vivre dignement 		 TOUT LE MONDE si c'est un revenu universel 		 Score: 0.6538
universalité du RU en financant celui-ci par les dividendes 		 un revenu universel et franco-français 		 Score: 0.6538
Un engagement envers soi et envers la société 		 A tous quand on montre une motivation à sen sortir 		 Score: 0.6538
A tous les CITOYENS 		 Les aidants 		 Score: 0.6538
L'AAH n'est pas un minimum social comme les autres et ne doit pas entrer dans le périmètre de du RUA 		 Non a l'aah dans le RUA 		 Score: 0.6537
pour tous 		 Revenu universel pour tous sans condition 		 Score: 0.6537
A qui doit s'adresser le RUA: universel donc... 		 Revenu universel pour tous sans condition 		 Score: 0.6536
La ressource nette par ménage : un pilotage des aides par les écarts 		 Éradiquer la pauvreté dans une société solidaire 		 Score: 0.6536
En priorite aux familles mono parentales. 		 Aux mères au foyer 		 Score: 0.6536
a qui le revenu universel doit s adresser 		 le seuil de pauvreté 		 Score: 0.6536
A tous les citoyens français 		 Cher Ministère des Solidarités et de la Santé, 		 Score: 0.6536
"Évitons de polluer le débat public ! Les mots ont un sens: ""Universel"" veut dire ""Qui s'applique à tous les cas"" !" 		 "Rendre universel ""le revenu universel (d'activité)""" 		 Score: 0.6536
JEUNES, PERSONNES AGEES, PERSONNES HANDICAPEES... EN SITUATION DE PRECARITE OU SOUS LE SEUIL DE PAUVRETE ! 		 Jeunes, handicapes, familles pauvres avec enfants 		 Score: 0.6536
Intégration de l'aah dans le RUA 		 RU 		 Score: 0.6535
Non à la révision intempestive des taux d'incapacité (MDPH) et taux d'invalidité (CPAM) pour faire entrer un maximum de personnes dans le RUA 		 Par expérience lors de l'augmentation de l'aah le gouvernement en a profité pour supprimer le complément de ressources une aide prévu e pour les plus lourdement handicapés en la remplaçant par une aide inférieure sous conditions de toucher l'apl 		 Score: 0.6535
RUA Personnes agées 		 JEUNES, PERSONNES AGEES, PERSONNES HANDICAPEES... EN SITUATION DE PRECARITE OU SOUS LE SEUIL DE PAUVRETE ! 		 Score: 0.6535
Les personnes handicapées et leurs familles en situation de pauvreté 		 La considération du handicap avec un taux inférieur à 80% 		 Score: 0.6535
Pour chaque individu de la société 		 Tout le monde 		 Score: 0.6535
Pour chaque individu de la société 		 Tout le monde 		 Score: 0.6535
A TOUS LES FRANCAIS 		 Cher Ministère des Solidarités et de la Santé, 		 Score: 0.6534
Le RUA s'adresserait à toutes les personnes ayant un revenu inférieur au seuil de pauvreté qui est de 1 026  		 Aux personnes avec un solde de revenus inférieur à un certain niveau 		 Score: 0.6534
NON à la question concernant Les personnes handicapées en situation de pauvreté 		 Aux personnes avec un solde de revenus inférieur à un certain niveau 		 Score: 0.6534
Aux personnes qui se donnent la peine de  chercher du travail 		 Ancien bénéficiaires de la prime à l 'emploi 		 Score: 0.6534
Ne pas faire de Rua pour les handicapés psychiques 		 personne en situation de handicap 		 Score: 0.6533
Un revenu non universel et non lié à l'activité. 		 Un revenu universel proche du SMIC 		 Score: 0.6533
RUA POUR TOUS 		 Comme pour le chomage 		 Score: 0.6532
Comme pour le chomage 		 RUA POUR TOUS 		 Score: 0.6532
contre 		 Les aidants 		 Score: 0.6531
RUA et AAH 		 A qui s adresse le rua 		 Score: 0.6531
RUA et AAH 		 A qui s adresse le rua 		 Score: 0.6531
Sauf handicapés 		 Aux travailleurs et à ceux qui sont dans l'incapacité de travailler 		 Score: 0.6531
Revenu universel à donner à tous sans conditions...revenu universel de citoyenneté 		 Un revenu universel pour chacun(e) 		 Score: 0.6530
Priorité aux demandeurs d'emploi et retraités 		 2 catégories de RU : les non employables et les employables 		 Score: 0.6530
A cumuler avec allocations familiales 		 Des allocations avec des objectifs différents 		 Score: 0.6530
revenu universel aussi pour les enfants 		 A tout adulte en dessous du seuil de pauvreté. 		 Score: 0.6529
LES BENEVOLES ASSOCIATIFS exerçant des RESPONSABILITES dans le secteur SOCIAL et SOLIDAIRE. 		 La contribution pour tous 		 Score: 0.6529
Une autre vision du revenu d'activité 		 Il doit venir en complément du chômage 		 Score: 0.6528
1 parent ayant un enfant handicapé à charge 		 personnes handicapés et aidants : de vrais et potentiels consommateurs 		 Score: 0.6526
A tous (sinon il n'est pas universel) 		 Pour tous individuellement, imposé 		 Score: 0.6526
Universel ET Solidaire 		 Universel : Qui s'étend, s'applique à la totalité des objets (personnes ou choses) qui existent. 		 Score: 0.6526
Toute personne vivant sur le territoire français, sans aucune autre condition. 		 A tous les citoyens français 		 Score: 0.6526
À toute personne, ayant un revenu inférieur à 2000. 		 Jeunes, handicapes, familles pauvres avec enfants 		 Score: 0.6525
Un revenu pour tous 		 revenu accordé à toute personne sans travail et sans indemnité dès le début de la précarité et sans condition de ressource remontant à l'année d'avant 		 Score: 0.6525
"Un vrais ""Revenu Universle"" pour TOUS, modulaire et sous conditions" 		 POUR UN REVENU DE BASE VRAIMENT UNIVERSEL 		 Score: 0.6525
1 parent ayant un enfant handicapé à charge 		 Les handicaps non reconnus ou partiellement 		 Score: 0.6525
Un revenu minima pour toute personne ayant la majorité ou étant émancipée 		 Un revenu Universel pour tous 		 Score: 0.6524
