TO ALL FRENCH CITIZENS 		 To all French citizens 		 Score: 1.0000
NO to the question on People with disabilities living in poverty 		 All persons of working age and unemployed 		 Score: 0.4348
who should receive a universal income 		 The net resource per household: steering aid through the gaps 		 Score: 0.4348
keep the AAH (Allocation Adultes Handicapées a part 		 Allocations with different objectives 		 Score: 0.4348
The UK in place of all other benefits 		 Universal benefit to consolidate support 		 Score: 0.4347
A minimum income for everyone who has reached the age of majority or is emancipated 		 universal activity income 		 Score: 0.4347
NO TO THE RUA YES TO HELP THE WORKING POOR 		 NO to the lazy man's factory 		 Score: 0.4347
For all those experiencing poverty 		 The contribution for all 		 Score: 0.4347
ASSOCIATIVE VOLUNTEERS exercising RESPONSIBILITIES in the SOCIAL and SOLIDARITY sector. 		 Stop helping people who can work without asking for anything in return 		 Score: 0.4347
integrate the person with a disability and only his or her income 		 All people receive social assistance. 		 Score: 0.4347
To all persons with an income below 800 euros/month 		 development income 		 Score: 0.4347
To all! It would be enough to create a UNIVERSAL income (and not a universal activity income). 		 For all audiences, subject to income conditions 		 Score: 0.4347
A "CItoyen's VOcation Income" (REVOCI / "Dream too"!...) FOR EVERYONE, rather than the RUA, to reinvent/(re)enchant Work, our Society and our lives... 		 Accompaniment and access to employment cannot be dissociated from the RUA 		 Score: 0.4346
NO to people with disabilities 		 TO HOLDERS OF A RQTH (Recognition as a Disabled Worker) NOT RECEIVING THE AAH 		 Score: 0.4346
RUA at 100% of the SMIC for disabled people who cannot or no longer work 		 The RUA should be open to all adults of age! 		 Score: 0.4346
Another vision of the activity income 		 a universal and Franco-French income 		 Score: 0.4346
Active Vital Income and the economy 		 who should receive a universal income 		 Score: 0.4345
To all, as soon as the person does not reach a sufficient income to live in dignity 		 To workers and those who are unable to work 		 Score: 0.4345
Open the RUA to young people with a viable business creation project 		 counterpart of the RUA 		 Score: 0.4345
Any adult below the poverty line. 		 a universal income 		 Score: 0.4345
To whom should the universal activity income be addressed? 		 Universal = Applies to all 		 Score: 0.4345
Do not make Rua for the mentally disabled 		 For everyone except the disabled 		 Score: 0.4344
young people completing their studies 		 Student Aid 		 Score: 0.4344
To all! It would be enough to create a UNIVERSAL income (and not a universal activity income). 		 development income 		 Score: 0.4344
Integration of the aah in the RUA 		 Including the APL in the RUA is not possible because what about disabled people on the AAH who have to stay outside the RUA? 		 Score: 0.4344
Any adult below the poverty line. 		 disabled person 		 Score: 0.4343
Create an income so that every human being can live in dignity 		 Why merge the universal income and the Aah 		 Score: 0.4343
NO TO THE RUA YES TO HELP THE WORKING POOR 		 the AAH must not become RUA 		 Score: 0.4343
universal income for all people with an income of less than €1500 net per month 		 An income that adapts to recipients 		 Score: 0.4343
Exclude the AAH from the RUA 		 The AAH is not an activity income. 		 Score: 0.4343
Only for single people without children because they do not receive the same amount of aid 		 The parent who is forced to stop working to care for his or her disabled child 		 Score: 0.4342
RSA recipients 		 To all but not to AAH recipients 		 Score: 0.4342
For the unemployed who want to train or start a business. 		 for all according to income 		 Score: 0.4341
Universal income to replace all national benefits 		 Create an income so that every human being can live in dignity 		 Score: 0.4341
Students with disabilities recognized at 50% and 79%. 		 disabled people and carers: real and potential consumers 		 Score: 0.4341
The AAH without taking into account the spouse's income 		 Adjusted income 		 Score: 0.4341
NO to the question on People with disabilities living in poverty 		 UNIVERSAL BASIC INCOME 		 Score: 0.4341
NO TO THE RUA YES TO HELP THE WORKING POOR 		 To all! It would be enough to create a UNIVERSAL income (and not a universal activity income). 		 Score: 0.4340
To anyone to help achieve a decent income 		 "Make universal ""universal (activity) income""" 		 Score: 0.4340
For you, for me, for him, for everyone 		 To all or no one 		 Score: 0.4340
Working poor and students 		 Eradicating poverty in a caring society 		 Score: 0.4340
The AAH is not a social minimum like the others and should not be included in the scope of the RUA 		 To all but not to AAH recipients 		 Score: 0.4340
Only for single people without children because they do not receive the same amount of aid 		 The RUA cannot be used for recipients of the AAH and all other forms of aid for people with disabilities 		 Score: 0.4340
Only for single people without children because they do not receive the same amount of aid 		 Universal Income = Everyone over 18 years of age 		 Score: 0.4339
"RUA: to the so-called "precarious" people. AAH (+ possibly CR): to be maintained absolutely to the disabled people "" concerned!!!" 		 The AAH should not be included in the RUA. 		 Score: 0.4339
Prorated RUA with income ceiling 		 For all audiences, subject to income conditions 		 Score: 0.4339
People with a balance of income below a certain level 		 universal income for all people with an income of less than €1500 net per month 		 Score: 0.4339
The disabled adult allowance, the APL and all the aids concerning the disability must not be included in the Universal Activity Income 		 Person with a disability 		 Score: 0.4339
Only for single people without children because they do not receive the same amount of aid 		 the universal income, as its name indicates, must apply to everyone. 		 Score: 0.4339
who should receive a universal income 		 To all those who receive a salary, an allowance or a pension below the smic. 		 Score: 0.4338
Assistance to single-parent households 		 To parents on parental leave 		 Score: 0.4338
a distinction must be made between people who are forced to work due to illness or disability and other situations 		 Exclude the Allocation for Disabled Adults from the Universal Activity Income. 		 Score: 0.4337
A minimum income for everyone who has reached the age of majority or is emancipated 		 The AAH without taking into account the spouse's income 		 Score: 0.4337
Poor workers 		 To all persons without income 		 Score: 0.4337
Poor workers 		 To all persons without income 		 Score: 0.4337
A minimum income for everyone who has reached the age of majority or is emancipated 		 Universal solidarity income, not activity income! 		 Score: 0.4337
AAH and universal income 		 AAH in RUA 		 Score: 0.4337
The disabled adult allowance, the APL and all the aids concerning the disability must not be included in the Universal Activity Income 		 Consideration of disability with a rate of less than 80%. 		 Score: 0.4336
Any adult below the poverty line. 		 UNIVERSAL INCOME 		 Score: 0.4336
No to the untimely revision of disability rates (MDPH) and invalidity rates (CPAM) in order to get as many people as possible into the RUA 		 No to aah in the RUA 		 Score: 0.4336
RUA at 100% of the SMIC for disabled people who cannot or no longer work 		 AAH (Allocation adulte Handicapé) - Who says activity says being able to work 		 Score: 0.4335
UNIVERSAL INCOME COMBINING ALL FORMS OF AID 		 the poverty line 		 Score: 0.4335
Disabled persons who are UNABLE TO WORK (80% or more) cannot claim an INCOME but a specific allowance such as AAH. 		 No to the untimely revision of disability rates (MDPH) and invalidity rates (CPAM) in order to get as many people as possible into the RUA 		 Score: 0.4335
A basic income can only be universal, i.e. paid to all members of the community without condition. 		 All the poor except the disabled 		 Score: 0.4335
And the students 		 For students living more than 100km from their parents. 		 Score: 0.4334
Priority to single-parent families. 		 To all adults and emancipated minors 		 Score: 0.4334
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 To All from birth and throughout life 		 Score: 0.4334
For everyone except the disabled 		 A universal income for everyone 		 Score: 0.4334
Universal = Applies to all 		 All citizens 		 Score: 0.4333
Conditions 		 condition for receiving the SUP 		 Score: 0.4333
universality of the UK by financing it through dividends 		 Who should receive a universal income? 		 Score: 0.4333
Universal Income = Everyone over 18 years of age 		 Another vision of the activity income 		 Score: 0.4333
AAH and universal income 		 income granted to any person without work and without benefit from the beginning of the precariousness and without condition of resources going back to the year before 		 Score: 0.4333
No RUA to replace the AAH for psychic disability 		 A RUA from 18 years old 		 Score: 0.4333
RUA Elderly 		 Including the APL in the RUA is not possible because what about disabled people on the AAH who have to stay outside the RUA? 		 Score: 0.4333
Integrating the Specific Solidarity Allowance (ASS) into the universal activity income? 		 income granted to any person without work and without benefit from the beginning of the precariousness and without condition of resources going back to the year before 		 Score: 0.4333
The AAH without taking into account the spouse's income 		 Universal income for all without conditions 		 Score: 0.4332
